molecule_chembl_id,type,relation,value,units,value_nM
CHEMBL370285,IC50,>,5000.0,nM,5000.0
CHEMBL189532,IC50,>,5000.0,nM,5000.0
CHEMBL158781,IC50,>,5000.0,nM,5000.0
CHEMBL365847,IC50,>,10.0,uM,10000.0
CHEMBL197077,IC50,=,0.1,uM,100.0
CHEMBL197226,IC50,=,0.28,uM,280.0
CHEMBL383104,IC50,=,0.3,uM,300.0
CHEMBL380946,IC50,=,0.05,uM,50.0
CHEMBL319467,IC50,=,40.0,nM,40.0
CHEMBL380331,IC50,=,0.78,uM,780.0
CHEMBL382607,IC50,=,50.0,uM,50000.0
CHEMBL206659,IC50,=,43.0,uM,43000.0
CHEMBL202695,IC50,=,20.0,uM,20000.0
CHEMBL203571,IC50,=,11.0,uM,11000.0
CHEMBL203569,IC50,=,0.97,uM,970.0
CHEMBL203407,IC50,=,0.19,uM,190.0
CHEMBL206109,IC50,=,29.0,uM,29000.0
CHEMBL6246,IC50,=,7.5,uM,7500.0
CHEMBL437885,IC50,>,10.0,uM,10000.0
CHEMBL207815,IC50,>,10.0,uM,10000.0
CHEMBL425601,IC50,>,10.0,uM,10000.0
CHEMBL207718,IC50,>,10.0,uM,10000.0
CHEMBL383246,IC50,>,10.0,uM,10000.0
CHEMBL207130,IC50,>,10.0,uM,10000.0
CHEMBL380889,IC50,>,10.0,uM,10000.0
CHEMBL207445,IC50,>,10.0,uM,10000.0
CHEMBL379905,IC50,>,10.0,uM,10000.0
CHEMBL208286,IC50,>,10.0,uM,10000.0
CHEMBL376967,IC50,>,10.0,uM,10000.0
CHEMBL382823,IC50,>,10.0,uM,10000.0
CHEMBL208048,IC50,>,10.0,uM,10000.0
CHEMBL378370,IC50,>,10.0,uM,10000.0
CHEMBL380006,IC50,>,10.0,uM,10000.0
CHEMBL211003,IC50,>,10.0,uM,10000.0
CHEMBL207687,IC50,>,10.0,uM,10000.0
CHEMBL208118,IC50,>,10.0,uM,10000.0
CHEMBL379601,IC50,>,10.0,uM,10000.0
CHEMBL380386,IC50,>,10.0,uM,10000.0
CHEMBL207037,IC50,>,10.0,uM,10000.0
CHEMBL207246,IC50,>,10.0,uM,10000.0
CHEMBL207674,IC50,>,10.0,uM,10000.0
CHEMBL206783,IC50,>,10.0,uM,10000.0
CHEMBL204420,IC50,>,10.0,uM,10000.0
CHEMBL377772,IC50,>,10.0,uM,10000.0
CHEMBL380454,IC50,>,10.0,uM,10000.0
CHEMBL382822,IC50,>,10.0,uM,10000.0
CHEMBL383760,IC50,>,10.0,uM,10000.0
CHEMBL207235,IC50,>,10.0,uM,10000.0
CHEMBL208292,IC50,>,10.0,uM,10000.0
CHEMBL207584,IC50,>,10.0,uM,10000.0
CHEMBL382638,IC50,>,10.0,uM,10000.0
CHEMBL206955,IC50,>,10.0,uM,10000.0
CHEMBL379029,IC50,>,100.0,uM,100000.0
CHEMBL377061,IC50,>,100.0,uM,100000.0
CHEMBL209404,IC50,>,100.0,uM,100000.0
CHEMBL379618,IC50,>,100.0,uM,100000.0
CHEMBL379811,IC50,>,100.0,uM,100000.0
CHEMBL207426,IC50,>,100.0,uM,100000.0
CHEMBL437325,IC50,>,100.0,uM,100000.0
CHEMBL210839,IC50,>,100.0,uM,100000.0
CHEMBL208017,IC50,>,100.0,uM,100000.0
CHEMBL209148,IC50,=,36.0,uM,36000.0
CHEMBL215652,IC50,>,10.0,uM,10000.0
CHEMBL213423,IC50,>,10.0,uM,10000.0
CHEMBL213451,IC50,>,10.0,uM,10000.0
CHEMBL212382,IC50,>,10.0,uM,10000.0
CHEMBL212968,IC50,>,10.0,uM,10000.0
CHEMBL214198,IC50,>,10.0,uM,10000.0
CHEMBL379929,IC50,>,10.0,uM,10000.0
CHEMBL215803,IC50,=,13.0,nM,13.0
CHEMBL217090,IC50,>,10.0,uM,10000.0
CHEMBL217092,IC50,>,10.0,uM,10000.0
CHEMBL402548,IC50,>,10.0,uM,10000.0
CHEMBL201511,IC50,=,1.1e-06,M,1100.0
CHEMBL389745,IC50,>,10.0,uM,10000.0
CHEMBL231568,IC50,>,40.0,uM,40000.0
CHEMBL230761,IC50,>,10.0,uM,10000.0
CHEMBL233149,IC50,=,0.25,uM,250.0
CHEMBL231950,IC50,=,0.43,uM,430.0
CHEMBL396614,IC50,=,0.014,uM,14.0
CHEMBL233970,IC50,=,0.002,uM,2.0
CHEMBL233554,IC50,=,0.51,uM,510.0
CHEMBL233553,IC50,=,0.08,uM,80.0
CHEMBL241517,IC50,>,10.0,uM,10000.0
CHEMBL241682,IC50,>,10.0,uM,10000.0
CHEMBL247067,IC50,=,0.007,uM,7.0
CHEMBL1162963,IC50,=,0.003,uM,3.0
CHEMBL392167,IC50,=,0.037,uM,37.0
CHEMBL396327,IC50,=,0.03,uM,30.0
CHEMBL397771,IC50,=,0.011,uM,11.0
CHEMBL247271,IC50,=,0.024,uM,24.0
CHEMBL250509,IC50,=,70.0,nM,70.0
CHEMBL436837,IC50,=,15.0,nM,15.0
CHEMBL400745,IC50,=,1000.0,nM,1000.0
CHEMBL399140,IC50,=,25.0,nM,25.0
CHEMBL399139,IC50,=,580.0,nM,580.0
CHEMBL250714,IC50,=,870.0,nM,870.0
CHEMBL249530,IC50,=,0.57,uM,570.0
CHEMBL250148,IC50,=,0.6,uM,600.0
CHEMBL398622,IC50,=,0.13,uM,130.0
CHEMBL398621,IC50,=,0.035,uM,35.0
CHEMBL401303,IC50,=,0.054,uM,54.0
CHEMBL249947,IC50,=,15.2,uM,15200.0
CHEMBL400240,IC50,=,0.45,uM,450.0
CHEMBL400239,IC50,=,13.31,uM,13310.0
CHEMBL248219,IC50,=,0.247,uM,247.0
CHEMBL404208,IC50,=,0.48,uM,480.0
CHEMBL250145,IC50,=,0.31,uM,310.0
CHEMBL251196,IC50,=,0.41,uM,410.0
CHEMBL251601,IC50,=,0.18,uM,180.0
CHEMBL251393,IC50,=,0.027,uM,27.0
CHEMBL401303,IC50,=,0.054,uM,54.0
CHEMBL249165,IC50,=,1.18,uM,1180.0
CHEMBL250386,IC50,=,1.41,uM,1410.0
CHEMBL399078,IC50,=,4.6,uM,4600.0
CHEMBL250183,IC50,=,0.79,uM,790.0
CHEMBL251375,IC50,=,0.5,uM,500.0
CHEMBL401056,IC50,=,1.13,uM,1130.0
CHEMBL250369,IC50,=,0.42,uM,420.0
CHEMBL398670,IC50,=,0.92,uM,920.0
CHEMBL249141,IC50,=,3.53,uM,3530.0
CHEMBL398647,IC50,=,1.1,uM,1100.0
CHEMBL442802,IC50,=,0.034,uM,34.0
CHEMBL399287,IC50,=,1.8,uM,1800.0
CHEMBL249734,IC50,=,9.82,uM,9820.0
CHEMBL249531,IC50,=,2.8,uM,2800.0
CHEMBL403233,IC50,=,10.2,uM,10200.0
CHEMBL252520,IC50,=,4.8,uM,4800.0
CHEMBL268202,IC50,=,5.4,uM,5400.0
CHEMBL414128,IC50,=,23.0,uM,23000.0
CHEMBL400717,IC50,=,7.2,uM,7200.0
CHEMBL399696,IC50,=,8.5,uM,8500.0
CHEMBL399493,IC50,=,25.0,uM,25000.0
CHEMBL403562,IC50,=,10.4,uM,10400.0
CHEMBL252672,IC50,=,16.6,uM,16600.0
CHEMBL612054,IC50,=,4.8,uM,4800.0
CHEMBL253272,IC50,=,0.15,uM,150.0
CHEMBL402560,IC50,=,0.14,uM,140.0
CHEMBL251886,IC50,=,0.32,uM,320.0
CHEMBL251885,IC50,=,2.2,uM,2200.0
CHEMBL403406,IC50,=,1.05,uM,1050.0
CHEMBL403405,IC50,=,0.03,uM,30.0
CHEMBL252669,IC50,=,0.06,uM,60.0
CHEMBL403404,IC50,=,10.6,uM,10600.0
CHEMBL402367,IC50,=,0.1,uM,100.0
CHEMBL271271,IC50,<,16.0,uM,16000.0
CHEMBL270265,IC50,=,0.7,nM,0.7
CHEMBL156987,IC50,=,76.0,nM,76.0
CHEMBL408564,IC50,=,7.0,nM,7.0
CHEMBL272629,IC50,=,5.0,nM,5.0
CHEMBL3085387,IC50,=,2.5,nM,2.5
CHEMBL270473,IC50,=,1.5,nM,1.5
CHEMBL270046,IC50,=,1.56,uM,1560.0
CHEMBL270044,IC50,>,10.0,uM,10000.0
CHEMBL270262,IC50,=,5.56,uM,5560.0
CHEMBL270045,IC50,=,3.97,uM,3970.0
CHEMBL259893,IC50,>,10.0,uM,10000.0
CHEMBL260099,IC50,>,10.0,uM,10000.0
CHEMBL410233,IC50,>,10.0,uM,10000.0
CHEMBL346551,IC50,=,0.52,uM,520.0
CHEMBL257834,IC50,=,920.0,nM,920.0
CHEMBL403238,IC50,=,1628.0,nM,1628.0
CHEMBL404507,IC50,=,23.0,nM,23.0
CHEMBL258081,IC50,=,30.0,nM,30.0
CHEMBL404488,IC50,=,475.0,nM,475.0
CHEMBL258259,IC50,=,1585.0,nM,1585.0
CHEMBL196021,IC50,>,15.0,uM,15000.0
CHEMBL257090,IC50,>,15.0,uM,15000.0
CHEMBL440411,IC50,=,80.0,nM,80.0
CHEMBL337300,IC50,=,9.0,nM,9.0
CHEMBL259850,IC50,=,104.0,nM,104.0
CHEMBL260138,IC50,=,800.0,pM,0.8
CHEMBL50894,IC50,=,20.0,nM,20.0
CHEMBL75680,IC50,=,1500.0,nM,1500.0
CHEMBL264685,IC50,>=,12400.0,nM,12400.0
CHEMBL126077,IC50,=,22.0,nM,22.0
CHEMBL264685,IC50,>=,12400.0,nM,12400.0
CHEMBL413188,IC50,=,500.0,nM,500.0
CHEMBL296586,IC50,=,230.0,nM,230.0
CHEMBL261720,IC50,=,140.0,nM,140.0
CHEMBL311228,IC50,=,30.0,nM,30.0
CHEMBL337300,IC50,=,9.0,nM,9.0
CHEMBL259389,IC50,=,1000.0,nM,1000.0
CHEMBL258721,IC50,=,754.0,nM,754.0
CHEMBL346551,IC50,=,590.0,nM,590.0
CHEMBL40493,IC50,=,23000.0,nM,23000.0
CHEMBL290147,IC50,=,23000.0,nM,23000.0
CHEMBL40835,IC50,=,23000.0,nM,23000.0
CHEMBL287731,IC50,=,3572.0,nM,3572.0
CHEMBL428968,IC50,=,23000.0,nM,23000.0
CHEMBL259925,IC50,=,1260.0,nM,1260.0
CHEMBL261439,IC50,=,430.0,nM,430.0
CHEMBL408634,IC50,=,530.0,nM,530.0
CHEMBL260135,IC50,=,250.0,nM,250.0
CHEMBL261440,IC50,=,1000.0,nM,1000.0
CHEMBL260928,IC50,=,329.0,nM,329.0
CHEMBL318522,IC50,=,215.0,nM,215.0
CHEMBL260243,IC50,=,35.0,nM,35.0
CHEMBL260929,IC50,=,320.0,nM,320.0
CHEMBL261660,IC50,=,828.0,nM,828.0
CHEMBL407113,IC50,=,481.0,nM,481.0
CHEMBL261659,IC50,=,42.0,nM,42.0
CHEMBL260163,IC50,=,15.0,nM,15.0
CHEMBL405021,IC50,=,498.0,nM,498.0
CHEMBL408732,IC50,=,23000.0,nM,23000.0
CHEMBL407730,IC50,=,21.0,nM,21.0
CHEMBL261129,IC50,=,1.0,nM,1.0
CHEMBL410926,IC50,=,12.0,nM,12.0
CHEMBL261882,IC50,=,383.0,nM,383.0
CHEMBL261881,IC50,=,87.0,nM,87.0
CHEMBL261883,IC50,=,234.0,nM,234.0
CHEMBL407958,IC50,=,415.0,nM,415.0
CHEMBL260662,IC50,=,6.0,nM,6.0
CHEMBL260664,IC50,=,1.0,nM,1.0
CHEMBL408979,IC50,=,1593.0,nM,1593.0
CHEMBL260663,IC50,=,36.0,nM,36.0
CHEMBL406620,IC50,=,125.0,nM,125.0
CHEMBL260345,IC50,=,8.0,nM,8.0
CHEMBL260344,IC50,=,425.0,nM,425.0
CHEMBL260329,IC50,=,241.0,nM,241.0
CHEMBL406062,IC50,=,169.0,nM,169.0
CHEMBL261052,IC50,=,851.0,nM,851.0
CHEMBL261264,IC50,=,443.0,nM,443.0
CHEMBL407002,IC50,=,11.0,nM,11.0
CHEMBL407003,IC50,=,27.0,nM,27.0
CHEMBL264161,IC50,=,7.0,nM,7.0
CHEMBL263907,IC50,=,20.0,nM,20.0
CHEMBL407373,IC50,=,18.0,nM,18.0
CHEMBL407374,IC50,=,2343.0,nM,2343.0
CHEMBL264162,IC50,=,356.0,nM,356.0
CHEMBL408809,IC50,=,2810.0,nM,2810.0
CHEMBL258483,IC50,=,5.0,nM,5.0
CHEMBL261596,IC50,=,19.0,nM,19.0
CHEMBL258701,IC50,=,56.0,nM,56.0
CHEMBL406701,IC50,=,43.0,nM,43.0
CHEMBL288448,IC50,=,291.0,nM,291.0
