molecule_chembl_id,pchembl_value,relation,type,units,value
CHEMBL2002649,6.80,=,pKi,,6.8
CHEMBL1985367,6.50,=,pKi,,6.5
CHEMBL1879463,,<,pKi,,5.5
CHEMBL1971227,5.80,=,pKi,,5.8
CHEMBL1994321,5.70,=,pKi,,5.7
CHEMBL1978562,6.20,=,pKi,,6.2
CHEMBL1964307,,<,pKi,,5.2
CHEMBL1989471,6.60,=,pKi,,6.6
CHEMBL2000508,5.80,=,pKi,,5.8
CHEMBL1971694,,<,pKi,,5.2
CHEMBL1978195,7.00,=,pKi,,7.0
CHEMBL1986603,,<,pKi,,5.2
CHEMBL1977148,5.70,=,pKi,,5.7
CHEMBL1966842,5.80,=,pKi,,5.8
CHEMBL2004443,6.30,=,pKi,,6.3
CHEMBL2003286,5.40,=,pKi,,5.4
CHEMBL1992306,,<,pKi,,5.2
CHEMBL2002165,,<,pKi,,5.2
CHEMBL1979318,5.50,=,pKi,,5.5
CHEMBL1989518,,<,pKi,,5.2
CHEMBL127898,5.60,=,pKi,,5.6
CHEMBL519697,5.30,=,pKi,,5.3
CHEMBL1968459,7.30,=,pKi,,7.3
CHEMBL1973516,5.80,=,pKi,,5.8
CHEMBL1996345,,<,pKi,,5.4
CHEMBL1975128,7.70,=,pKi,,7.7
CHEMBL1970369,,<,pKi,,5.2
CHEMBL1965033,,<,pKi,,5.4
CHEMBL2001485,5.20,=,pKi,,5.2
CHEMBL491473,,<,pKi,,5.3
CHEMBL504950,,<,pKi,,5.2
CHEMBL1966425,,<,pKi,,5.2
CHEMBL1988608,7.10,=,pKi,,7.1
CHEMBL184847,5.20,=,pKi,,5.2
CHEMBL1982563,6.00,=,pKi,,6.0
CHEMBL539474,7.30,=,pKi,,7.3
CHEMBL1987679,6.20,=,pKi,,6.2
CHEMBL1988387,6.70,=,pKi,,6.7
CHEMBL1973868,,<,pKi,,5.4
CHEMBL1972462,,<,pKi,,5.4
CHEMBL1990288,6.20,=,pKi,,6.2
CHEMBL1989708,,<,pKi,,5.3
CHEMBL1965702,,<,pKi,,5.4
CHEMBL24828,,<,pKi,,5.7
CHEMBL1825138,,<,pKi,,5.4
CHEMBL1986970,7.00,=,pKi,,7.0
CHEMBL2002456,6.20,=,pKi,,6.2
CHEMBL1958401,6.70,=,pKi,,6.7
CHEMBL477772,,<,pKi,,5.4
CHEMBL1984044,,<,pKi,,5.2
CHEMBL1972584,,<,pKi,,5.2
CHEMBL1982700,,<,pKi,,5.4
CHEMBL326282,,<,pKi,,5.2
CHEMBL1992732,7.40,=,pKi,,7.4
CHEMBL1971186,6.70,=,pKi,,6.7
CHEMBL2003482,6.70,=,pKi,,6.7
CHEMBL2006456,6.20,=,pKi,,6.2
CHEMBL1973211,6.10,=,pKi,,6.1
CHEMBL1964340,6.90,=,pKi,,6.9
CHEMBL1976134,5.30,=,pKi,,5.3
CHEMBL1965131,5.40,=,pKi,,5.4
CHEMBL1981215,7.90,=,pKi,,7.9
CHEMBL1974457,6.60,=,pKi,,6.6
CHEMBL1967662,7.50,=,pKi,,7.5
CHEMBL482767,,<,pKi,,5.4
CHEMBL2006580,5.90,=,pKi,,5.9
CHEMBL2001228,,<,pKi,,5.4
CHEMBL2006581,,<,pKi,,5.2
CHEMBL1979855,5.90,=,pKi,,5.9
CHEMBL1970340,,<,pKi,,4.3
CHEMBL2005186,,<,pKi,,5.2
CHEMBL1995927,6.30,=,pKi,,6.3
CHEMBL2006450,,<,pKi,,5.4
CHEMBL2001987,8.10,=,pKi,,8.1
CHEMBL243518,8.50,=,pKi,,8.5
CHEMBL1994555,6.10,=,pKi,,6.1
CHEMBL1975121,6.20,=,pKi,,6.2
CHEMBL1997023,6.40,=,pKi,,6.4
CHEMBL1971943,,<,pKi,,5.8
CHEMBL1997924,8.10,=,pKi,,8.1
CHEMBL1969049,7.00,=,pKi,,7.0
CHEMBL2005828,5.30,=,pKi,,5.3
CHEMBL1991143,5.50,=,pKi,,5.5
CHEMBL1998611,5.60,=,pKi,,5.6
CHEMBL1975900,7.20,=,pKi,,7.2
CHEMBL1973098,6.10,=,pKi,,6.1
CHEMBL2006778,,<,pKi,,5.2
CHEMBL378627,,<,pKi,,5.2
CHEMBL1996979,6.30,=,pKi,,6.3
CHEMBL1997025,,<,pKi,,5.2
CHEMBL1968406,6.00,=,pKi,,6.0
CHEMBL1975921,4.20,=,pKi,,4.2
CHEMBL1982476,,<,pKi,,5.2
CHEMBL1975923,,<,pKi,,5.7
CHEMBL2005449,7.30,=,pKi,,7.3
CHEMBL1682558,,<,pKi,,5.2
CHEMBL1990496,,<,pKi,,5.3
CHEMBL1998068,6.60,=,pKi,,6.6
CHEMBL1993166,,<,pKi,,5.2
CHEMBL1967094,,<,pKi,,5.2
CHEMBL2003341,6.00,=,pKi,,6.0
CHEMBL1992644,6.60,=,pKi,,6.6
CHEMBL1992645,,<,pKi,,5.2
CHEMBL1998110,5.70,=,pKi,,5.7
CHEMBL1999590,7.00,=,pKi,,7.0
CHEMBL1981079,7.60,=,pKi,,7.6
CHEMBL1978166,6.20,=,pKi,,6.2
CHEMBL1980489,6.50,=,pKi,,6.5
CHEMBL2000832,6.60,=,pKi,,6.6
CHEMBL1967116,,<,pKi,,5.2
CHEMBL1990590,,<,pKi,,5.4
CHEMBL1977814,,<,pKi,,5.3
CHEMBL513846,5.50,=,pKi,,5.5
CHEMBL1974617,5.50,=,pKi,,5.5
CHEMBL1965660,8.20,=,pKi,,8.2
CHEMBL1998112,,<,pKi,,5.2
CHEMBL1969126,5.90,=,pKi,,5.9
CHEMBL1980896,,<,pKi,,5.2
CHEMBL1975208,,<,pKi,,5.2
CHEMBL1991429,7.30,=,pKi,,7.3
CHEMBL1971149,5.70,=,pKi,,5.7
CHEMBL1999714,,<,pKi,,5.2
CHEMBL1994040,5.20,=,pKi,,5.2
CHEMBL1980995,7.50,=,pKi,,7.5
CHEMBL2004716,,<,pKi,,5.5
CHEMBL1975233,5.70,=,pKi,,5.7
CHEMBL1421720,6.30,=,pKi,,6.3
CHEMBL1982135,5.70,=,pKi,,5.7
CHEMBL1976090,5.80,=,pKi,,5.8
CHEMBL2004771,5.50,=,pKi,,5.5
CHEMBL1992922,5.80,=,pKi,,5.8
CHEMBL1997597,,<,pKi,,5.2
CHEMBL1976093,5.20,=,pKi,,5.2
CHEMBL1996543,5.70,=,pKi,,5.7
CHEMBL1975256,6.80,=,pKi,,6.8
CHEMBL1949855,4.70,=,pKi,,4.7
CHEMBL1999126,5.80,=,pKi,,5.8
CHEMBL1997503,,<,pKi,,5.2
CHEMBL116070,6.80,=,pKi,,6.8
CHEMBL1990821,,<,pKi,,5.2
CHEMBL2004871,,<,pKi,,5.2
CHEMBL2004872,6.40,=,pKi,,6.4
CHEMBL1727312,,<,pKi,,5.2
CHEMBL1990223,,<,pKi,,5.4
CHEMBL1969879,,<,pKi,,5.2
CHEMBL1995932,8.10,=,pKi,,8.1
CHEMBL1964382,,<,pKi,,5.4
CHEMBL101311,,<,pKi,,5.4
CHEMBL1981720,8.10,=,pKi,,8.1
CHEMBL1967704,6.00,=,pKi,,6.0
CHEMBL1993548,5.80,=,pKi,,5.8
CHEMBL2005699,,<,pKi,,5.4
CHEMBL1976328,,<,pKi,,5.2
CHEMBL1964399,,<,pKi,,5.2
CHEMBL1996831,6.10,=,pKi,,6.1
CHEMBL1980253,6.60,=,pKi,,6.6
CHEMBL1978166,6.20,=,pKi,,6.2
CHEMBL1978167,5.50,=,pKi,,5.5
CHEMBL1969221,7.60,=,pKi,,7.6
CHEMBL1682357,6.00,=,pKi,,6.0
CHEMBL225519,7.40,=,pKi,,7.4
CHEMBL1978200,5.90,=,pKi,,5.9
CHEMBL1970522,,<,pKi,,5.2
CHEMBL1990415,6.50,=,pKi,,6.5
CHEMBL1996931,,<,pKi,,5.2
CHEMBL1964413,,<,pKi,,5.2
CHEMBL1984432,6.30,=,pKi,,6.3
CHEMBL1998470,,<,pKi,,5.4
CHEMBL1996980,6.90,=,pKi,,6.9
CHEMBL1969920,7.40,=,pKi,,7.4
CHEMBL1975903,6.40,=,pKi,,6.4
CHEMBL2004365,6.00,=,pKi,,6.0
CHEMBL117697,,<,pKi,,5.2
CHEMBL1989474,,<,pKi,,5.2
CHEMBL1090360,6.10,=,pKi,,6.1
CHEMBL210887,5.70,=,pKi,,5.7
CHEMBL1965836,7.70,=,pKi,,7.7
CHEMBL1969942,,<,pKi,,5.4
CHEMBL1978567,,<,pKi,,5.4
CHEMBL1994693,5.70,=,pKi,,5.7
CHEMBL1996176,,<,pKi,,5.4
CHEMBL1975138,6.10,=,pKi,,6.1
CHEMBL424872,,<,pKi,,5.3
CHEMBL1971947,,<,pKi,,5.2
CHEMBL103667,,<,pKi,,5.4
CHEMBL2004447,,<,pKi,,5.2
CHEMBL1992231,7.00,=,pKi,,7.0
CHEMBL1983111,6.40,=,pKi,,6.4
CHEMBL1973860,,<,pKi,,5.2
CHEMBL1983157,6.40,=,pKi,,6.4
CHEMBL1982610,5.20,=,pKi,,5.2
CHEMBL1999496,6.40,=,pKi,,6.4
CHEMBL1988300,,<,pKi,,5.2
CHEMBL1975212,4.40,=,pKi,,4.4
CHEMBL2001613,4.70,=,pKi,,4.7
CHEMBL565612,6.70,=,pKi,,6.7
CHEMBL1997275,,<,pKi,,5.4
CHEMBL1993904,6.20,=,pKi,,6.2
CHEMBL1989265,5.80,=,pKi,,5.8
CHEMBL1965910,,<,pKi,,5.2
CHEMBL1996447,6.20,=,pKi,,6.2
CHEMBL1983963,,<,pKi,,5.2
CHEMBL1985092,5.20,=,pKi,,5.2
CHEMBL1981410,,<,pKi,,5.2
CHEMBL1981133,6.80,=,pKi,,6.8
CHEMBL2007421,,<,pKi,,5.4
CHEMBL1991434,,<,pKi,,5.2
CHEMBL1973138,,<,pKi,,5.4
CHEMBL340384,6.90,=,pKi,,6.9
CHEMBL1969151,5.80,=,pKi,,5.8
CHEMBL1996587,,<,pKi,,5.2
CHEMBL1988692,,<,pKi,,5.4
CHEMBL592030,6.50,=,pKi,,6.5
CHEMBL2000071,5.80,=,pKi,,5.8
CHEMBL2002613,7.40,=,pKi,,7.4
CHEMBL1983195,6.30,=,pKi,,6.3
CHEMBL278041,,<,pKi,,5.6
CHEMBL1984162,7.10,=,pKi,,7.1
CHEMBL1998432,5.50,=,pKi,,5.5
CHEMBL1870106,6.30,=,pKi,,6.3
CHEMBL1996791,5.50,=,pKi,,5.5
CHEMBL371206,5.70,=,pKi,,5.7
CHEMBL1974664,6.90,=,pKi,,6.9
CHEMBL1998477,5.90,=,pKi,,5.9
CHEMBL1970104,5.90,=,pKi,,5.9
CHEMBL1984296,5.80,=,pKi,,5.8
CHEMBL196363,,<,pKi,,5.2
CHEMBL1190711,7.70,=,pKi,,7.7
CHEMBL1964441,,<,pKi,,5.4
CHEMBL546797,5.90,=,pKi,,5.9
CHEMBL404367,,<,pKi,,5.2
CHEMBL1966343,5.90,=,pKi,,5.9
CHEMBL1967887,5.60,=,pKi,,5.6
CHEMBL2000568,,<,pKi,,5.3
CHEMBL2000335,6.50,=,pKi,,6.5
CHEMBL2007097,4.40,=,pKi,,4.4
CHEMBL1993648,5.70,=,pKi,,5.7
CHEMBL1084546,7.00,=,pKi,,7.0
CHEMBL243298,7.50,=,pKi,,7.5
CHEMBL1971951,6.00,=,pKi,,6.0
CHEMBL1973808,,<,pKi,,5.2
CHEMBL2000429,5.60,=,pKi,,5.6
CHEMBL1972576,,<,pKi,,5.2
CHEMBL1992555,,<,pKi,,5.2
CHEMBL1990254,7.20,=,pKi,,7.2
CHEMBL2003682,6.70,=,pKi,,6.7
CHEMBL1988173,6.10,=,pKi,,6.1
CHEMBL535331,,<,pKi,,5.2
CHEMBL1989805,6.60,=,pKi,,6.6
CHEMBL38380,,<,pKi,,5.6
CHEMBL1982980,,<,pKi,,5.2
CHEMBL1983025,5.80,=,pKi,,5.8
CHEMBL1975927,,<,pKi,,5.4
CHEMBL2002322,7.00,=,pKi,,7.0
CHEMBL1985654,6.00,=,pKi,,6.0
CHEMBL1997119,4.70,=,pKi,,4.7
CHEMBL2002323,,<,pKi,,5.2
CHEMBL2000879,4.20,=,pKi,,4.2
CHEMBL1983855,5.60,=,pKi,,5.6
CHEMBL1987793,5.60,=,pKi,,5.6
CHEMBL21156,,<,pKi,,5.4
CHEMBL1992740,7.60,=,pKi,,7.6
CHEMBL1989267,5.50,=,pKi,,5.5
CHEMBL2002373,5.40,=,pKi,,5.4
CHEMBL1973348,,<,pKi,,5.2
CHEMBL2006188,5.90,=,pKi,,5.9
CHEMBL1973893,6.60,=,pKi,,6.6
CHEMBL2004631,8.10,=,pKi,,8.1
CHEMBL1995736,,<,pKi,,5.2
CHEMBL1421,,<,pKi,,5.3
CHEMBL1985095,7.00,=,pKi,,7.0
CHEMBL1996500,,<,pKi,,5.4
CHEMBL1973363,5.50,=,pKi,,5.5
CHEMBL1989708,,<,pKi,,5.4
CHEMBL1682540,7.20,=,pKi,,7.2
CHEMBL1998253,,<,pKi,,5.4
CHEMBL413779,6.70,=,pKi,,6.7
CHEMBL497151,7.50,=,pKi,,7.5
CHEMBL2000029,6.90,=,pKi,,6.9
CHEMBL1973961,,<,pKi,,5.4
CHEMBL1994977,,<,pKi,,5.4
CHEMBL373598,6.60,=,pKi,,6.6
CHEMBL2001149,,<,pKi,,5.4
CHEMBL1999718,8.40,=,pKi,,8.4
CHEMBL2000078,,<,pKi,,5.4
CHEMBL1996646,5.90,=,pKi,,5.9
CHEMBL1979773,,<,pKi,,5.4
CHEMBL1977346,7.00,=,pKi,,7.0
CHEMBL1996702,,<,pKi,,5.4
CHEMBL1975440,6.80,=,pKi,,6.8
CHEMBL1998435,5.20,=,pKi,,5.2
CHEMBL1969190,,<,pKi,,5.2
CHEMBL1973937,,<,pKi,,5.2
CHEMBL2002099,,<,pKi,,5.4
CHEMBL1982711,6.10,=,pKi,,6.1
CHEMBL1987982,,<,pKi,,5.2
CHEMBL1969102,,<,pKi,,5.2
CHEMBL2004118,,<,pKi,,5.4
CHEMBL1994241,6.30,=,pKi,,6.3
CHEMBL2007044,,<,pKi,,5.2
CHEMBL2001998,,<,pKi,,5.2
CHEMBL2003119,5.50,=,pKi,,5.5
CHEMBL50894,7.80,=,pKi,,7.8
CHEMBL1995211,6.20,=,pKi,,6.2
CHEMBL1988838,5.70,=,pKi,,5.7
CHEMBL1981725,,<,pKi,,5.2
CHEMBL1982753,,<,pKi,,5.4
CHEMBL1965169,,<,pKi,,5.4
CHEMBL1081312,,<,pKi,,5.7
CHEMBL1965170,5.60,=,pKi,,5.6
CHEMBL2004156,5.70,=,pKi,,5.7
CHEMBL2005792,,<,pKi,,5.4
CHEMBL1984206,,<,pKi,,5.2
CHEMBL462120,5.60,=,pKi,,5.6
CHEMBL1991577,,<,pKi,,5.2
CHEMBL2007592,,<,pKi,,5.2
CHEMBL1997892,,<,pKi,,5.4
CHEMBL1976936,7.00,=,pKi,,7.0
CHEMBL210963,,<,pKi,,5.2
CHEMBL1984633,6.20,=,pKi,,6.2
CHEMBL1982400,7.70,=,pKi,,7.7
CHEMBL939,,<,pKi,,5.2
CHEMBL1965845,6.60,=,pKi,,6.6
CHEMBL1983715,5.80,=,pKi,,5.8
CHEMBL1975121,,<,pKi,,5.2
CHEMBL402846,,<,pKi,,5.2
CHEMBL1682545,6.20,=,pKi,,6.2
CHEMBL1976732,6.20,=,pKi,,6.2
CHEMBL1982982,6.10,=,pKi,,6.1
CHEMBL1980163,,<,pKi,,5.2
CHEMBL1989856,5.50,=,pKi,,5.5
CHEMBL1972568,,<,pKi,,5.2
CHEMBL259850,7.60,=,pKi,,7.6
CHEMBL1986851,,<,pKi,,5.4
CHEMBL1987745,6.60,=,pKi,,6.6
CHEMBL1971223,,<,pKi,,5.4
CHEMBL2002702,,<,pKi,,5.2
CHEMBL1991846,5.30,=,pKi,,5.3
CHEMBL2003785,4.30,=,pKi,,4.3
CHEMBL1983070,,<,pKi,,5.4
CHEMBL2001019,,<,pKi,,5.4
CHEMBL296468,6.60,=,pKi,,6.6
CHEMBL2002470,5.50,=,pKi,,5.5
CHEMBL1981045,6.20,=,pKi,,6.2
CHEMBL387971,,<,pKi,,5.2
CHEMBL1992796,5.50,=,pKi,,5.5
CHEMBL1968515,4.50,=,pKi,,4.5
CHEMBL1164180,,<,pKi,,5.4
CHEMBL223257,5.40,=,pKi,,5.4
CHEMBL1997611,,<,pKi,,5.4
CHEMBL1516890,5.70,=,pKi,,5.7
CHEMBL2001751,7.20,=,pKi,,7.2
CHEMBL1984586,,<,pKi,,5.2
CHEMBL1999774,,<,pKi,,5.2
CHEMBL1972659,,<,pKi,,5.2
CHEMBL1973395,5.80,=,pKi,,5.8
CHEMBL1984686,,<,pKi,,5.4
CHEMBL1969843,6.10,=,pKi,,6.1
CHEMBL2007002,6.40,=,pKi,,6.4
CHEMBL1990288,5.30,=,pKi,,5.3
CHEMBL1967878,,<,pKi,,5.5
CHEMBL1992073,,<,pKi,,5.4
CHEMBL484390,,<,pKi,,5.2
CHEMBL2007559,,<,pKi,,5.4
CHEMBL2004290,,<,pKi,,5.3
CHEMBL2000393,5.30,=,pKi,,5.3
CHEMBL2004072,6.20,=,pKi,,6.2
CHEMBL1983573,4.90,=,pKi,,4.9
CHEMBL1242373,5.50,=,pKi,,5.5
CHEMBL1974157,5.90,=,pKi,,5.9
CHEMBL1984402,5.90,=,pKi,,5.9
CHEMBL1988075,,<,pKi,,5.2
CHEMBL1988076,,<,pKi,,5.4
CHEMBL2001239,,<,pKi,,5.2
CHEMBL2001288,,<,pKi,,5.2
CHEMBL1999811,6.00,=,pKi,,6.0
CHEMBL235157,,<,pKi,,5.4
CHEMBL2000481,5.70,=,pKi,,5.7
CHEMBL1173055,,<,pKi,,5.2
CHEMBL1992242,,<,pKi,,5.2
CHEMBL1982271,6.60,=,pKi,,6.6
CHEMBL2007138,6.00,=,pKi,,6.0
CHEMBL2004159,,<,pKi,,5.4
CHEMBL1986530,,<,pKi,,5.2
CHEMBL440084,,<,pKi,,5.4
CHEMBL1999321,,<,pKi,,5.2
CHEMBL1968590,,<,pKi,,5.2
CHEMBL2005375,,<,pKi,,5.2
CHEMBL1972183,,<,pKi,,5.2
CHEMBL1995391,6.10,=,pKi,,6.1
CHEMBL1980592,6.20,=,pKi,,6.2
CHEMBL1974702,5.70,=,pKi,,5.7
CHEMBL474432,5.80,=,pKi,,5.8
CHEMBL1965387,,<,pKi,,5.4
CHEMBL2001539,4.20,=,pKi,,4.2
CHEMBL1997041,5.20,=,pKi,,5.2
CHEMBL1487428,5.00,=,pKi,,5.0
CHEMBL550418,,<,pKi,,5.4
CHEMBL2003637,7.40,=,pKi,,7.4
CHEMBL1986666,7.80,=,pKi,,7.8
CHEMBL1972584,,<,pKi,,5.2
CHEMBL1971289,,<,pKi,,5.4
CHEMBL1999556,7.00,=,pKi,,7.0
CHEMBL1988437,,<,pKi,,5.5
CHEMBL1998121,6.10,=,pKi,,6.1
CHEMBL2003689,,<,pKi,,5.4
CHEMBL379835,,<,pKi,,5.2
CHEMBL1980802,5.20,=,pKi,,5.2
CHEMBL1996649,,<,pKi,,5.5
CHEMBL1986756,7.50,=,pKi,,7.5
CHEMBL1419458,5.40,=,pKi,,5.4
CHEMBL468280,,<,pKi,,5.2
CHEMBL1990884,,<,pKi,,5.2
CHEMBL1990885,,<,pKi,,5.6
CHEMBL2006276,,<,pKi,,5.2
CHEMBL191003,6.80,=,pKi,,6.8
CHEMBL2006785,,<,pKi,,5.2
CHEMBL1973359,6.40,=,pKi,,6.4
CHEMBL1995740,6.30,=,pKi,,6.3
CHEMBL1986943,7.30,=,pKi,,7.3
CHEMBL1979690,,<,pKi,,5.4
CHEMBL1995832,,<,pKi,,5.2
CHEMBL2000345,5.80,=,pKi,,5.8
CHEMBL1983575,6.10,=,pKi,,6.1
CHEMBL1375418,5.30,=,pKi,,5.3
CHEMBL302449,7.80,=,pKi,,7.8
CHEMBL1981047,,<,pKi,,5.7
CHEMBL1991063,7.50,=,pKi,,7.5
CHEMBL1976196,5.50,=,pKi,,5.5
CHEMBL1976240,7.10,=,pKi,,7.1
CHEMBL1987948,6.10,=,pKi,,6.1
CHEMBL1983630,4.80,=,pKi,,4.8
CHEMBL1979093,5.20,=,pKi,,5.2
CHEMBL336961,8.00,=,pKi,,8.0
CHEMBL1970083,6.00,=,pKi,,6.0
CHEMBL1994938,,<,pKi,,5.2
CHEMBL1977223,8.60,=,pKi,,8.6
CHEMBL1976290,4.10,=,pKi,,4.1
CHEMBL1236126,,<,pKi,,5.2
CHEMBL1997846,5.90,=,pKi,,5.9
CHEMBL2004419,,<,pKi,,5.2
CHEMBL1992937,5.60,=,pKi,,5.6
CHEMBL1985566,,<,pKi,,5.2
CHEMBL1972119,8.00,=,pKi,,8.0
CHEMBL95692,,<,pKi,,5.2
CHEMBL1976455,8.40,=,pKi,,8.4
CHEMBL1983923,5.90,=,pKi,,5.9
CHEMBL1983534,,<,pKi,,5.2
CHEMBL1982361,6.80,=,pKi,,6.8
CHEMBL2000801,,<,pKi,,5.2
CHEMBL1991395,,<,pKi,,5.3
CHEMBL1971245,5.80,=,pKi,,5.8
CHEMBL2003545,4.10,=,pKi,,4.1
CHEMBL1972142,,<,pKi,,5.2
CHEMBL1966514,,<,pKi,,5.2
CHEMBL1983393,,<,pKi,,5.4
CHEMBL1966524,7.90,=,pKi,,7.9
CHEMBL1970806,,<,pKi,,5.2
CHEMBL1992371,6.00,=,pKi,,6.0
CHEMBL1967252,5.40,=,pKi,,5.4
CHEMBL1970821,7.00,=,pKi,,7.0
CHEMBL2004637,5.70,=,pKi,,5.7
CHEMBL1993374,,<,pKi,,5.4
CHEMBL1969264,6.40,=,pKi,,6.4
CHEMBL2006237,,<,pKi,,5.2
CHEMBL1999506,,<,pKi,,5.4
CHEMBL2005509,7.00,=,pKi,,7.0
CHEMBL1624529,7.50,=,pKi,,7.5
CHEMBL1979516,,<,pKi,,5.2
CHEMBL1972820,,<,pKi,,5.2
CHEMBL1994526,,<,pKi,,5.4
CHEMBL1989029,5.20,=,pKi,,5.2
CHEMBL392642,5.70,=,pKi,,5.7
CHEMBL1682554,7.80,=,pKi,,7.8
CHEMBL1980167,6.50,=,pKi,,6.5
CHEMBL1972849,,<,pKi,,5.2
CHEMBL1986855,7.50,=,pKi,,7.5
CHEMBL1975357,,<,pKi,,5.2
CHEMBL1989136,6.40,=,pKi,,6.4
CHEMBL259922,,<,pKi,,5.2
CHEMBL1997617,,<,pKi,,5.2
CHEMBL1969301,5.30,=,pKi,,5.3
CHEMBL1987910,,<,pKi,,5.2
CHEMBL1983980,6.20,=,pKi,,6.2
CHEMBL1986899,,<,pKi,,5.4
CHEMBL243088,7.90,=,pKi,,7.9
CHEMBL1993661,,<,pKi,,6.1
CHEMBL1230164,5.30,=,pKi,,5.3
CHEMBL202721,,<,pKi,,5.7
CHEMBL119385,,<,pKi,,5.3
CHEMBL1825138,,<,pKi,,5.4
CHEMBL1987034,6.90,=,pKi,,6.9
CHEMBL2005886,5.50,=,pKi,,5.5
CHEMBL1682345,6.70,=,pKi,,6.7
CHEMBL481491,,<,pKi,,5.2
CHEMBL1980407,8.60,=,pKi,,8.6
CHEMBL1966628,6.70,=,pKi,,6.7
CHEMBL2005936,8.50,=,pKi,,8.5
CHEMBL1999778,5.60,=,pKi,,5.6
CHEMBL1987430,8.20,=,pKi,,8.2
CHEMBL1562756,5.60,=,pKi,,5.6
CHEMBL1993413,,<,pKi,,5.4
CHEMBL1969372,6.20,=,pKi,,6.2
CHEMBL2001957,,<,pKi,,5.2
CHEMBL1988662,5.20,=,pKi,,5.2
CHEMBL1986263,7.90,=,pKi,,7.9
CHEMBL1986265,,<,pKi,,5.4
CHEMBL1964644,6.70,=,pKi,,6.7
CHEMBL1981782,5.50,=,pKi,,5.5
CHEMBL1970142,5.30,=,pKi,,5.3
CHEMBL1977681,6.10,=,pKi,,6.1
CHEMBL124660,,<,pKi,,5.3
CHEMBL223360,,<,pKi,,5.4
CHEMBL1983348,6.30,=,pKi,,6.3
CHEMBL1995592,5.70,=,pKi,,5.7
CHEMBL1982541,5.80,=,pKi,,5.8
CHEMBL1986177,,<,pKi,,5.4
CHEMBL1992323,5.20,=,pKi,,5.2
CHEMBL1983449,6.80,=,pKi,,6.8
CHEMBL1983589,6.10,=,pKi,,6.1
CHEMBL1996510,,<,pKi,,5.4
CHEMBL2005718,6.40,=,pKi,,6.4
CHEMBL437747,5.60,=,pKi,,5.6
CHEMBL507936,,<,pKi,,5.2
CHEMBL2001584,,<,pKi,,5.4
CHEMBL1995172,,<,pKi,,5.3
CHEMBL1967998,,<,pKi,,5.4
CHEMBL1987756,,<,pKi,,5.2
CHEMBL1997129,5.50,=,pKi,,5.5
CHEMBL1984788,,<,pKi,,5.2
CHEMBL1974875,4.30,=,pKi,,4.3
CHEMBL2002099,5.60,=,pKi,,5.6
CHEMBL2001547,,<,pKi,,5.2
CHEMBL210928,,<,pKi,,5.2
CHEMBL553,,<,pKi,,5.4
CHEMBL1972840,6.70,=,pKi,,6.7
CHEMBL2001668,,<,pKi,,5.2
CHEMBL1998585,6.00,=,pKi,,6.0
CHEMBL2004934,6.90,=,pKi,,6.9
CHEMBL1987261,5.70,=,pKi,,5.7
CHEMBL1996048,,<,pKi,,5.4
CHEMBL2004025,6.40,=,pKi,,6.4
CHEMBL461876,,<,pKi,,5.4
CHEMBL1971519,4.70,=,pKi,,4.7
CHEMBL1997335,,<,pKi,,5.4
CHEMBL1978099,6.10,=,pKi,,6.1
CHEMBL1984363,5.30,=,pKi,,5.3
CHEMBL1977041,6.00,=,pKi,,6.0
CHEMBL1968070,7.00,=,pKi,,7.0
CHEMBL1994808,4.00,=,pKi,,4.0
CHEMBL1985723,,<,pKi,,5.4
CHEMBL1984367,5.30,=,pKi,,5.3
CHEMBL1977128,8.40,=,pKi,,8.4
CHEMBL1997759,,<,pKi,,5.2
CHEMBL1970074,,<,pKi,,5.2
CHEMBL1974803,5.50,=,pKi,,5.5
CHEMBL1984500,,<,pKi,,4.1
CHEMBL2005112,,<,pKi,,5.2
CHEMBL2003456,5.60,=,pKi,,5.6
CHEMBL2002992,,<,pKi,,5.3
CHEMBL560813,5.50,=,pKi,,5.5
CHEMBL1890036,5.70,=,pKi,,5.7
CHEMBL207253,,<,pKi,,5.2
CHEMBL1968791,,<,pKi,,5.2
CHEMBL2002682,,<,pKi,,5.2
CHEMBL1977634,,<,pKi,,5.4
CHEMBL1984700,5.60,=,pKi,,5.6
CHEMBL101253,,<,pKi,,5.4
CHEMBL1998953,,<,pKi,,5.4
CHEMBL2007151,,<,pKi,,5.2
CHEMBL1971606,5.60,=,pKi,,5.6
CHEMBL1972125,,<,pKi,,5.4
CHEMBL1461728,,<,pKi,,5.2
CHEMBL1999279,6.90,=,pKi,,6.9
CHEMBL1995448,,<,pKi,,5.2
CHEMBL941,,<,pKi,,5.3
CHEMBL1972158,7.90,=,pKi,,7.9
CHEMBL1999414,,<,pKi,,5.5
CHEMBL1967336,7.60,=,pKi,,7.6
CHEMBL2006481,,<,pKi,,5.2
CHEMBL1978645,5.40,=,pKi,,5.4
CHEMBL1967992,6.30,=,pKi,,6.3
CHEMBL574738,,<,pKi,,5.4
CHEMBL1993424,6.30,=,pKi,,6.3
CHEMBL1975534,,<,pKi,,5.2
CHEMBL1966703,7.70,=,pKi,,7.7
CHEMBL1969561,7.80,=,pKi,,7.8
CHEMBL1983640,5.50,=,pKi,,5.5
CHEMBL1964687,5.80,=,pKi,,5.8
CHEMBL1999918,8.20,=,pKi,,8.2
CHEMBL1974254,,<,pKi,,5.2
CHEMBL1988537,5.30,=,pKi,,5.3
